EJER;CCAA;PROV;SEXO;MODELO;M190_P1;M190_P2;M190_P3
2021;77;99;2;190;13693;155866069,1000000;12413,0000000
2021;8;2;1;190;47861;690963355,6800000;43774,0000000
2021;8;2;2;190;40067;458884526,5300000;36772,0000000
2020;8;2;2;190;39890;441140366,6100000;36690,0000000
2020;8;2;1;190;48112;686686791,5200000;44194,0000000
2020;77;99;2;190;13629;153326786,4700000;12413,0000000
2020;77;99;1;190;13358;230639735,4400000;11869,0000000
2020;2;50;2;190;122453;1582040782,3500000;110847,0000000
2020;2;50;1;190;127693;2373133985,0200000;113522,0000000
2020;7;49;2;190;26784;290819005,6300000;24403,0000000
2020;7;49;1;190;31163;420946739,2200000;27798,0000000
2020;7;47;2;190;65202;817378386,6200000;58471,0000000
2020;7;47;1;190;79522;1397246179,3400000;68893,0000000
2020;10;46;2;190;311629;3667973382,9500000;284235,0000000
2020;10;46;1;190;314712;5045509929,1000000;282058,0000100
2020;8;45;2;190;61794;664387767,8800000;57430,0000000
2020;8;45;1;190;81115;1175528128,6400000;73985,0000000
2020;2;44;2;190;18326;208813349,4100000;16457,0000000
2020;2;44;1;190;21855;347469167,0200000;19246,0000000
2020;9;43;2;190;104137;1149816652,7900000;86848,0000000
2020;9;43;1;190;105181;1667362027,0500000;89094,0000000
2020;7;42;2;190;12891;155308581,8700000;11457,0000000
2020;7;42;1;190;14265;211288615,1900000;12433,0000000
2020;1;41;1;190;219435;3407904979,9900000;200873,0000000
2020;1;41;2;190;216172;2560230477,0400000;201597,0000000
2020;7;40;2;190;19238;224211244,9400000;17194,0000000
2020;7;40;1;190;22157;331645134,7900000;19420,0000000
2020;6;39;2;190;81078;1005615582,5300000;71862,0000000
2020;6;39;1;190;84692;1494087453,1400000;74163,0000000
2020;5;38;2;190;105272;1181382898,6500000;97339,0000000
2020;5;38;1;190;102228;1466452496,8600000;93175,0000000
2020;7;37;2;190;47550;558879933,8300000;42576,0000000
2020;7;37;1;190;53037;790053558,7800000;46962,0000000
2020;12;36;2;190;138596;1529441715,6500000;126249,9999900
2020;12;36;1;190;131814;2042096603,5000000;120357,9999900
2020;5;35;2;190;104744;1234336220,3000000;97069,0000000
2020;5;35;1;190;109925;1674837339,2900000;101171,0000000
2020;7;34;1;190;28053;443802092,5000000;24227,0000000
2020;7;34;2;190;23558;279110127,3500000;21149,0000000
2020;3;33;2;190;164793;2134058997,2700000;146270,0000000
2020;3;33;1;190;189647;3643270894,0200000;157077,0000000
2020;12;32;2;190;58902;604924731,9900000;54618,0000000
2020;12;32;1;190;54613;705102742,3600000;50211,0000000
2020;14;30;2;190;141653;1595202268,4000000;130874,0000000
2020;14;30;1;190;149872;2277237648,0500000;136692,0000000
2020;1;29;2;190;160055;1839153955,0700000;148179,0000000
2020;1;29;1;190;161206;2453586696,4400000;147384,0000000
2020;13;28;2;190;744701;10476196370,6700000;653208,0000000
2020;13;28;1;190;736373;14227634488,9000000;626873,0000000
2020;12;27;2;190;61767;668162816,5200000;56949,0000000
2020;12;27;1;190;57880;793685912,5500000;53140,0000000
2020;17;26;2;190;39586;471302313,2400000;35202,0000000
2020;17;26;1;190;43021;686724128,5700000;37816,0000000
2020;9;25;1;190;57995;826735001,5700000;48908,0000000
2020;9;25;2;190;60681;653135389,6200000;50121,0000000
2020;7;24;2;190;74527;907515209,0800000;67977,0000000
2020;7;24;1;190;82318;1401558904,5800000;73750,0000000
2020;1;23;1;190;82756;1139032552,0900000;76666,0000000
2020;1;23;2;190;78284;837157373,6800000;73578,0000000
2020;2;22;1;190;32740;515920715,0000000;29097,0000000
2020;2;22;2;190;29777;352148838,8100000;26594,0000000
2020;1;21;1;190;59450;906982670,9100000;54391,0000000
2020;1;21;2;190;54546;603407150,7800000;50786,0000000
2020;8;19;2;190;23093;277752291,2800000;20915,0000000
2020;8;19;1;190;29547;484907545,0900000;25902,0000000
2020;1;18;2;190;109168;1273953888,0400000;100839,0000000
2020;1;18;1;190;106100;1574385614,3300000;97156,0000000
2020;9;17;2;190;94533;1108152503,9600000;80227,0000000
2020;9;17;1;190;89312;1378865688,0300000;75728,0000000
2020;8;16;2;190;24212;254674582,8400000;22348,0000000
2020;8;16;1;190;29811;392262130,0800000;27360,0000000
2020;12;15;2;190;175139;1972301464,8400000;158151,0000000
2020;12;15;1;190;169054;2615434409,1200000;149763,9999900
2020;1;14;2;190;97158;1080155831,7300000;90902,0000100
2020;1;14;1;190;93664;1367895523,4800000;86642,0000000
2020;8;13;2;190;52603;577919401,7800000;48659,0000000
2020;8;13;1;190;66491;963557894,0900000;60990,0000000
2020;10;12;2;190;71140;808633792,9400000;65177,0000000
2020;10;12;1;190;72363;1141205587,5000000;65870,0000000
2020;1;11;1;190;150523;2423314945,5100000;136064,0000000
2020;1;11;2;190;125125;1466306388,7900000;116375,0000000
2020;11;10;2;190;55468;576093918,8600000;48790,0000000
2020;11;10;1;190;58545;797282604,5500000;53274,0000000
2020;7;9;2;190;48805;602309672,1800000;43580,0000000
2020;7;9;1;190;56202;990478785,3900000;48798,0000000
2020;9;8;2;190;774651;9776832091,2700000;666975,0000000
2020;9;8;1;190;703246;12279040809,9800000;599064,0000000
2020;4;7;2;190;111952;1339743192,8800000;101506,0000000
2020;4;7;1;190;109244;1736416182,0600000;97062,0000000
2020;11;6;2;190;80525;796983844,9800000;69156,0000000
2020;11;6;1;190;88503;1155968902,9500000;79960,0000000
2020;7;5;2;190;21499;234847949,6200000;19439,0000000
2020;7;5;1;190;26388;361883863,9000000;23629,0000000
2020;1;4;2;190;62260;666254807,4200000;57402,0000000
2020;1;4;1;190;62660;878670987,8100000;57529,0000000
2020;10;3;2;190;182469;2004438463,8200000;167749,0000000
2020;10;3;1;190;184714;2707132123,7600000;169114,0000000
2019;77;99;2;190;13566;148912558,1500000;12307,0000000
2019;77;99;1;190;13128;216366965,1400000;11608,0000000
2019;2;50;1;190;127292;2316457372,3200000;112771,0000000
2019;2;50;2;190;121478;1529538558,0600000;109557,0000000
2019;7;49;2;190;26738;283480441,1800000;24337,0000000
2019;7;49;1;190;30979;410811819,8900000;27726,0000000
2019;7;47;2;190;63626;785303309,8000000;56916,0000000
2019;7;47;1;190;78198;1356541344,0200000;67713,0000000
2019;10;46;2;190;306267;3529591966,1100000;278266,0000000
2019;10;46;1;190;309744;4876265065,6500000;276575,0000000
2019;8;45;2;190;59511;631461579,3500000;55058,0000000
2019;8;45;1;190;78703;1126724580,2200000;71574,0000000
2019;2;44;2;190;18113;201904601,3500000;16267,0000000
2019;2;44;1;190;21694;337188212,4700000;19048,0000000
2019;9;43;1;190;102629;1603940870,3300000;86695,0000000
2019;9;43;2;190;101520;1092463266,2000000;83871,0000000
2019;7;42;1;190;14019;205581411,1600000;12229,0000000
2019;7;42;2;190;12578;148681991,5500000;11233,0000000
2019;1;41;1;190;214827;3306100795,0900000;195766,0000000
2019;1;41;2;190;212353;2463786848,1900000;197204,0000000
2019;7;40;1;190;21512;322559718,8300000;18824,0000000
2019;7;40;2;190;18475;213867259,5700000;16489,0000000
2019;6;39;1;190;84255;1431087633,1300000;73340,0000000
2019;6;39;2;190;80440;962270472,8000000;70917,0000000
2019;5;38;1;190;99721;1377948284,9700000;90440,0000000
2019;5;38;2;190;102876;1117730981,7400000;94667,0000000
2019;7;37;2;190;46812;541080140,3200000;41903,0000000
2019;7;37;1;190;52552;775825840,2400000;46378,0000000
2019;12;36;2;190;137273;1480522573,7300000;124657,0000000
2019;12;36;1;190;130477;1975926437,9800000;118864,0000000
2019;5;35;2;190;101514;1163221113,0200000;93488,0000000
2019;5;35;1;190;106112;1572137706,1800000;97119,0000000
2019;7;34;1;190;27646;430754011,7500000;23880,0000000
2019;7;34;2;190;23267;271451061,1200000;20867,0000000
2019;3;33;2;190;165004;2083179738,4900000;145376,0000000
2019;3;33;1;190;191921;3594521489,3500000;156247,0000000
2019;12;32;1;190;54858;688180298,9200000;50382,0000000
2019;12;32;2;190;59416;596603767,0200000;54853,0000000
2019;14;30;2;190;139699;1537284043,7100000;128638,0000000
2019;14;30;1;190;147491;2196367703,1900000;133899,0000000
2019;1;29;2;190;155884;1752667349,1800000;143835,0000000
2019;1;29;1;190;156571;2350874612,6400000;142754,0000000
2019;13;28;1;190;721730;13800234837,9600000;610839,0000000
2019;13;28;2;190;729131;10064456242,2000000;635823,0000000
2019;12;27;1;190;57722;775575344,2400000;52893,0000000
2019;12;27;2;190;61630;654445975,5300000;56761,0000000
2019;17;26;1;190;42500;667683563,9900000;37189,0000000
2019;17;26;2;190;38772;454034010,4100000;34410,0000000
2019;9;25;1;190;57290;804404636,7900000;48053,0000000
2019;9;25;2;190;59957;629961626,4300000;49065,0000000
2019;7;24;1;190;81461;1371696480,0300000;73087,0000000
2019;7;24;2;190;73916;883860632,3900000;67329,0000000
2019;1;23;1;190;81460;1102673405,4700000;75284,0000000
2019;1;23;2;190;77268;809601910,8600000;72462,0000000
2019;2;22;2;190;29182;337801863,2500000;25921,0000000
2019;2;22;1;190;32568;501831910,1900000;28826,0000000
2019;1;21;1;190;58438;881306213,2100000;53268,0000000
2019;1;21;2;190;53459;579200188,2500000;49529,0000000
2019;8;19;2;190;22250;263594804,0700000;20011,0000000
2019;8;19;1;190;28415;463406439,1100000;24811,0000000
2019;1;18;1;190;103226;1512923552,2300000;94424,0000000
2019;1;18;2;190;107151;1225046843,4200000;98830,0000000
2019;9;17;2;190;92167;1052115370,1800000;77867,0000000
2019;9;17;1;190;86863;1319795443,2100000;73606,0000000
2019;8;16;2;190;23568;244563617,8200000;21673,0000000
2019;8;16;1;190;29312;380428198,5600000;26912,0000000
2019;12;15;1;190;168328;2551139433,2100000;148599,0000000
2019;12;15;2;190;173916;1911865387,7300000;156613,0000000
2019;1;14;2;190;96318;1044167346,9200000;89811,0000000
2019;1;14;1;190;91801;1312154720,0400000;84758,0000000
2019;8;13;1;190;65534;941473114,9100000;60015,0000000
2019;8;13;2;190;51321;556224080,3100000;47365,0000000
2019;10;12;2;190;70003;774294770,7300000;64011,0000000
2019;10;12;1;190;71293;1100756801,8600000;64697,0000000
2019;1;11;2;190;123827;1415722647,6200000;114564,0000000
2019;1;11;1;190;149141;2351105583,3700000;134117,0000000
2019;11;10;2;190;54445;554167645,5000000;47799,0000000
2019;11;10;1;190;57673;768359836,7100000;52367,0000000
2019;7;9;2;190;48193;580505598,5500000;42995,0000000
2019;7;9;1;190;55639;963542541,4100000;48329,0000000
2019;9;8;1;190;697048;12101597934,4500000;592494,0000000
2019;9;8;2;190;767488;9491243652,9400000;657283,0000000
2019;4;7;2;190;109190;1274384808,5400000;99003,0000000
2019;4;7;1;190;106019;1644845633,0000000;94171,0000000
2019;11;6;1;190;86491;1108044276,4200000;77963,0000000
2019;11;6;2;190;79097;764235023,4200000;67605,0000000
2019;7;5;1;190;25826;347023575,9500000;23026,0000000
2019;7;5;2;190;20868;224055917,8300000;18823,0000000
2019;1;4;2;190;60554;635228150,8800000;55737,0000000
2019;1;4;1;190;60922;840921258,7200000;55628,0000000
2019;10;3;2;190;176992;1909078641,7900000;162237,0000000
2019;10;3;1;190;179288;2591211919,1900000;163538,0000000
2019;8;2;1;190;47595;664724173,5400000;43658,0000000
2019;8;2;2;190;39190;424548222,6900000;35967,0000000
2018;1;4;1;190;62993;815962703,3200000;57479,0000000
2018;1;4;2;190;62079;602387281,3300000;57272,0000000
2018;1;11;1;190;150117;2267786508,0900000;134629,0000000
2018;1;11;2;190;123076;1319171242,9300000;114393,0000000
2018;1;14;1;190;93847;1270616735,8700000;86379,0000000
2018;1;14;2;190;96846;987460585,9500000;90714,0000000
2018;1;18;1;190;106184;1465564785,3900000;96423,0000000
2018;1;18;2;190;108554;1156904065,7600000;100154,0000000
2018;1;21;1;190;59686;856267949,6200000;54348,0000000
2018;1;21;2;190;53888;546094239,0900000;50179,0000000
2018;1;23;1;190;83421;1070011816,0600000;76720,0000000
2018;1;23;2;190;77966;765821607,8300000;73273,0000000
2018;1;29;1;190;159640;2265522691,8000000;145355,0000000
2018;1;29;2;190;156810;1647939350,8300000;145542,0000000
2018;1;41;1;190;218067;3199537506,6700000;198097,0000000
2018;1;41;2;190;212782;2304959407,4300000;198351,0000000
2018;2;22;1;190;33588;487673059,7600000;29659,0000000
2018;2;22;2;190;29487;317090782,9100000;26372,0000000
2018;2;44;1;190;22502;330784510,2200000;19681,0000000
2018;2;44;2;190;18513;191326012,3500000;16697,0000000
2018;2;50;1;190;130085;2268188695,3200000;115143,0000000
2018;2;50;2;190;121729;1435421406,2700000;110647,0000000
2018;3;33;1;190;200054;3552925819,8400000;161059,0000000
2018;3;33;2;190;168289;1972673393,5700000;148860,0000000
2018;4;7;1;190;107901;1601983207,8000000;95830,0000000
2018;4;7;2;190;109178;1206548222,1200000;99448,0000000
2018;5;35;1;190;106776;1510525970,5500000;97467,0000000
2018;5;35;2;190;100534;1078221488,4200000;92998,0000000
2018;5;38;1;190;99900;1321588225,5900000;90567,0000000
2018;5;38;2;190;101864;1039646455,3500000;94181,0000000
2018;6;39;1;190;86950;1409209861,8400000;75496,0000000
2018;6;39;2;190;82031;919061276,3800000;72729,0000000
2018;7;5;1;190;26474;337287942,2300000;23551,0000000
2018;7;5;2;190;20930;211757994,5100000;18998,0000000
2018;7;9;1;190;56820;938735555,4600000;49542,0000000
2018;7;9;2;190;48804;552734769,1700000;43989,0000000
2018;7;24;1;190;83957;1345713760,1900000;75078,0000000
2018;7;24;2;190;75299;842785952,0500000;68850,0000000
2018;7;34;1;190;28280;418946895,3100000;24487,0000000
2018;7;34;2;190;23412;256565205,7200000;21127,0000000
2018;7;37;1;190;53345;751335333,8500000;47230,0000000
2018;7;37;2;190;46804;511716024,1900000;42223,0000000
2018;7;40;1;190;22173;315811192,3100000;19463,0000000
2018;7;40;2;190;18544;201995329,9300000;16572,0000000
2018;7;42;1;190;14354;199538044,2600000;12551,0000000
2018;7;42;2;190;12653;139944035,2700000;11317,0000000
2018;7;47;1;190;79403;1319929897,9600000;68740,0000000
2018;7;47;2;190;63476;735987388,4600000;57249,0000000
2018;7;49;1;190;32165;404829978,1400000;28750,0000000
2018;7;49;2;190;27150;272699318,5700000;24848,0000000
2018;8;2;1;190;48917;650936630,3000000;44762,0000000
2018;8;2;2;190;39505;401114407,9800000;36375,0000000
2018;8;13;1;190;67170;915432383,3800000;61416,0000000
2018;8;13;2;190;52051;527779346,9000000;48155,0000000
2018;8;16;1;190;30373;375844471,1500000;27879,0000000
2018;8;16;2;190;23841;233415507,0500000;21958,0000000
2018;8;19;1;190;28648;446208815,4900000;25003,0000000
2018;8;19;2;190;21990;245489862,0200000;19905,0000000
2018;8;45;1;190;80496;1095853616,6600000;73196,0000000
2018;8;45;2;190;59722;592359765,9700000;55512,0000000
2018;9;8;1;190;707045;11908530944,3400000;604048,0000000
2018;9;8;2;190;771144;9000955457,4400000;663513,0000000
2018;9;17;1;190;87339;1272413643,7500000;74791,0000000
2018;9;17;2;190;91889;993705540,3200000;78248,0000000
2018;9;25;1;190;58548;785514238,5800000;49456,0000000
2018;9;25;2;190;60375;596861193,5600000;49688,0000000
2018;9;43;1;190;103437;1563752590,7500000;87891,0000000
2018;9;43;2;190;101532;1024514684,7700000;84124,0000000
2018;10;3;1;190;183230;2514715384,9500000;166751,0000000
2018;10;3;2;190;178583;1805592935,0500000;164039,0000000
2018;10;12;1;190;72191;1061931342,0700000;65413,0000000
2018;10;12;2;190;70214;729485672,2200000;64330,0000000
2018;10;46;1;190;315281;4728932975,5700000;281249,0000000
2018;10;46;2;190;308061;3322983155,3400000;280974,0000000
2018;11;6;1;190;88795;1073581825,3500000;79931,0000000
2018;11;6;2;190;80279;720992172,3000000;68813,0000000
2018;11;10;1;190;59194;747915725,9000000;53678,0000000
2018;11;10;2;190;55037;525030427,1800000;48517,0000000
2018;12;15;1;190;172704;2484864477,4400000;151874,0000000
2018;12;15;2;190;177351;1812979708,1900000;160424,0000000
2018;12;27;1;190;59743;754934675,6700000;54637,0000000
2018;12;27;2;190;63927;633036827,2300000;59030,0000000
2018;12;32;1;190;56460;675470785,8100000;51592,0000000
2018;12;32;2;190;60652;573379309,8700000;56141,0000000
2018;12;36;1;190;133543;1927925319,5500000;121517,0000000
2018;12;36;2;190;140384;1412009551,1900000;127800,0000000
2018;13;28;1;190;727254;13545156859,5900000;614769,0000000
2018;13;28;2;190;723616;9464597528,2100000;634659,0000000
2018;14;30;1;190;151626;2123869960,0100000;136992,0000000
2018;14;30;2;190;143111;1453852155,0600000;132034,0000000
2018;17;26;1;190;43665;651618187,4000000;38208,0000000
2018;17;26;2;190;39371;432695640,9300000;35132,0000000
2018;77;99;1;190;13118;206921212,1100000;11639,0000000
2018;77;99;2;190;13494;138232190,9600000;12316,0000000
2017;1;4;1;190;62906;768408565,6500000;57761,0000000
2017;1;4;2;190;63699;578870500,7700000;58225,0000000
2017;1;11;1;190;152055;2189883717,4000000;136354,0000000
2017;1;11;2;190;127825;1275116973,6900000;117091,0000000
2017;1;14;1;190;94304;1224729444,2400000;86950,0000000
2017;1;14;2;190;100064;961339361,6700000;92744,0000000
2017;1;18;1;190;105743;1405164375,7500000;96842,0000000
2017;1;18;2;190;111207;1121778481,8100000;101998,0000000
2017;1;21;1;190;60209;829120744,5600000;54871,0000000
2017;1;21;2;190;56107;528462786,0600000;51761,0000000
2017;1;23;1;190;83818;1033031815,0300000;77520,0000000
2017;1;23;2;190;79786;742747361,9000000;74596,0000000
2017;1;29;1;190;161025;2177944948,8100000;147152,0000000
2017;1;29;2;190;162913;1605555037,5100000;148972,0000000
2017;1;41;1;190;220487;3082211505,3300000;201157,0000000
2017;1;41;2;190;221398;2235578320,1500000;204283,0000000
2017;2;22;1;190;33927;471990193,5500000;29928,0000000
2017;2;22;2;190;30181;307211210,4700000;26613,0000000
2017;2;44;1;190;22825;322789624,5500000;19957,0000000
2017;2;44;2;190;18848;186127550,7200000;16744,0000000
2017;2;50;1;190;132629;2197627129,2800000;117490,0000000
2017;2;50;2;190;126212;1394169703,1300000;112292,0000000
2017;3;33;1;190;201659;3469317671,5600000;160473,0000000
2017;3;33;2;190;170749;1896529609,2500000;148380,0000000
2017;4;7;1;190;109389;1542587256,8500000;97616,0000000
2017;4;7;2;190;113540;1169727013,4600000;101871,0000000
2017;5;35;1;190;106279;1433567984,9600000;97439,0000000
2017;5;35;2;190;102032;1030595546,3000000;93758,0000000
2017;5;38;1;190;99843;1258579062,3300000;90807,0000000
2017;5;38;2;190;103821;994959228,5000000;95551,0000000
2017;6;39;1;190;86933;1358748442,7000000;75320,0000000
2017;6;39;2;190;83293;877742529,7600000;72929,0000000
2017;7;5;1;190;26557;327026940,0300000;23639,0000000
2017;7;5;2;190;21467;205834911,3200000;19349,0000000
2017;7;9;1;190;56748;902840156,2900000;49715,0000000
2017;7;9;2;190;49751;532964277,3500000;44363,0000000
2017;7;24;1;190;83151;1292120273,4600000;74427,0000000
2017;7;24;2;190;75982;812406182,4100000;69009,0000000
2017;7;34;1;190;28146;401599922,4700000;24387,0000000
2017;7;34;2;190;23928;247850721,9700000;21273,0000000
2017;7;37;1;190;53358;725593209,3100000;47321,0000000
2017;7;37;2;190;47897;495720393,3600000;42840,0000000
2017;7;40;1;190;22072;304008698,5800000;19506,0000000
2017;7;40;2;190;19036;196075878,7600000;16870,0000000
2017;7;42;1;190;14397;193389027,8900000;12669,0000000
2017;7;42;2;190;12919;135156412,6300000;11420,0000000
2017;7;47;1;190;79792;1265762201,1300000;69227,0000000
2017;7;47;2;190;65364;708124523,1200000;58181,0000000
2017;7;49;1;190;32070;393329943,7500000;28728,0000000
2017;7;49;2;190;27596;265373407,3700000;25040,0000000
2017;8;2;1;190;49233;625813289,8300000;45279,0000000
2017;8;2;2;190;40778;390465789,1600000;37273,0000000
2017;8;13;1;190;67816;883471113,5900000;62235,0000000
2017;8;13;2;190;53432;511715272,6800000;49138,0000000
2017;8;16;1;190;30382;363636225,5400000;27979,0000000
2017;8;16;2;190;24277;226697205,6900000;22247,0000000
2017;8;19;1;190;29222;432250232,0400000;25747,0000000
2017;8;19;2;190;23245;241003456,0400000;20726,0000000
2017;8;45;1;190;81456;1052072519,0600000;74376,0000000
2017;8;45;2;190;62211;580242055,6300000;57389,0000000
2017;9;8;1;190;723406;11481393040,1500000;619946,0000000
2017;9;8;2;190;795483;8706889034,2100000;680375,0000000
2017;9;17;1;190;88231;1222491022,2500000;75926,0000000
2017;9;17;2;190;94069;956238438,1300000;79869,0000000
2017;9;25;1;190;58877;752959665,6700000;49928,0000000
2017;9;25;2;190;61857;574843139,5900000;50430,0000000
2017;9;43;1;190;104406;1489772825,7200000;88910,0000000
2017;9;43;2;190;103694;985214629,5800000;84938,0000000
2017;10;3;1;190;184737;2408977373,0500000;168654,0000000
2017;10;3;2;190;183448;1748222872,4700000;166540,0000000
2017;10;12;1;190;72770;1014500271,4700000;66226,0000000
2017;10;12;2;190;71514;701392180,3700000;64941,0000000
2017;10;46;1;190;318557;4556979768,4600000;284969,0000000
2017;10;46;2;190;315833;3213118210,0300000;284901,0000000
2017;11;6;1;190;88390;1026684047,6200000;79814,0000000
2017;11;6;2;190;83228;702374630,3700000;70496,0000000
2017;11;10;1;190;58995;716702949,3800000;53621,0000000
2017;11;10;2;190;56358;509204456,1500000;49241,0000000
2017;12;15;1;190;173142;2388516156,9300000;152138,0000000
2017;12;15;2;190;179046;1751043559,7100000;160809,0000000
2017;12;27;1;190;59395;723263519,6800000;54317,0000000
2017;12;27;2;190;64082;613691826,7600000;58933,0000000
2017;12;32;1;190;56228;647172877,5700000;51474,0000000
2017;12;32;2;190;61002;557215389,5300000;56308,0000000
2017;12;36;1;190;133266;1853228805,3300000;121350,0000000
2017;12;36;2;190;140689;1356210138,2200000;127178,0000000
2017;13;28;1;190;746007;12944325103,4500000;635029,0000000
2017;13;28;2;190;757596;9187719131,4700000;657965,0000000
2017;14;30;1;190;154480;2042267001,3100000;140246,0000000
2017;14;30;2;190;148110;1418234852,8400000;134600,0000000
2017;17;26;1;190;44006;633591614,7600000;38572,0000000
